user_id,item_id,rating
LookoutNoah,B01BH83OOM,5.0
MzPat,B01BH83OOM,5.0
AndreandDeb,B01BH83OOM,2.0
Rittir,B01BH83OOM,5.0
Kerrdogg,B01BH83OOM,5.0
GG13,B01BH83OOM,5.0
Dspeers,B01BH83OOM,5.0
Cody,B01BH83OOM,5.0
sa88,B01BH83OOM,5.0
ITGuy,B01BH83OOM,5.0
Eze110,B01BH83OOM,5.0
Davek,B01BH83OOM,3.0
Scottief,B01BH83OOM,4.0
AnthonyZ,B01BH83OOM,3.0
jacoba,B01BH83OOM,5.0
Akadink,B01BH83OOM,5.0
JDMAlamo,B01BH83OOM,5.0
ohionana,B01BH83OOM,5.0
MovieGuyOH,B01BH83OOM,5.0
bkgrigsby725,B01BH83OOM,4.0
richmond282,B01BH83OOM,4.0
B6W356,B01BH83OOM,5.0
unplug,B01BH83OOM,4.0
MBV1,B01BH83OOM,5.0
Happytekki,B01BH83OOM,5.0
bbuy001,B01BH83OOM,4.0
DPC3,B01BH83OOM,5.0
Judy,B01BH83OOM,5.0
Sandy,B01BH83OOM,5.0
Ripper,B01BH83OOM,2.0
ezze110,B01BH83OOM,5.0
AAAC,B01BH83OOM,4.0
FB0001,B01BH83OOM,4.0
Marb,B01BH83OOM,5.0
Scearls,B01BH83OOM,5.0
Mata,B01BH83OOM,5.0
cfxu,B01BH83OOM,5.0
techjunkie,B01BH83OOM,5.0
Mainesnow,B01BH83OOM,5.0
TerriD,B01BH83OOM,5.0
MsCapricorn,B01BH83OOM,5.0
JONESNEWYORK414,B01BH83OOM,5.0
davidvb,B01BH83OOM,3.0
Technogeekster,B01BH83OOM,5.0
bebo,B01BH83OOM,5.0
Ktee,B01BH83OOM,5.0
DWOdom,B01BH83OOM,4.0
Ryeguy74,B01BH83OOM,5.0
Rose7,B01BH83OOM,4.0
thoroughlymorgan,B01BH83OOM,5.0
sta123,B01BH83OOM,3.0
Webkf1,B01BH83OOM,3.0
mrhockey79,B01BH83OOM,4.0
BuckS,B01BH83OOM,2.0
IbDAH,B01BH83OOM,5.0
Writer,B01BH83OOM,5.0
Sig20guy,B01BH83OOM,4.0
Janfer,B01BH83OOM,5.0
PlasmaGuys,B01BH83OOM,5.0
remoteuser13,B01BH83OOM,4.0
eopp,B01BH83OOM,5.0
Vette,B01BH83OOM,5.0
techgeek,B01BH83OOM,5.0
ShaneT,B01BH83OOM,5.0
Doug,B01BH83OOM,4.0
metacuate,B01BH83OOM,4.0
da9rich,B01BH83OOM,1.0
LillyMiami,B01BH83OOM,5.0
Jo55,B01BH83OOM,5.0
Gamer,B01BH83OOM,4.0
Consumer,B01BH83OOM,4.0
Poppycjb,B01BH83OOM,5.0
compaq38,B01BH83OOM,3.0
jude70,B01BH83OOM,4.0
CarFren,B01BH83OOM,5.0
criscot,B01BH83OOM,4.0
Gucci,B01BH83OOM,5.0
Drjim,B01BH83OOM,5.0
Zack,B01BH83OOM,4.0
Montiel168,B01BH83OOM,5.0
Pannow,B01BH83OOM,5.0
Captsky,B01BH83OOM,5.0
LooLoo777,B01BH83OOM,4.0
Bebi,B01BH83OOM,5.0
dealhunter,B01BH83OOM,4.0
Toddo,B01BH83OOM,4.0
Bsmm,B01BH83OOM,5.0
Alan,B01BH83OOM,4.0
B545,B01BH83OOM,4.0
Princess,B01BH83OOM,5.0
Diesel,B01BH83OOM,5.0
Bugbasher,B01BH83OOM,5.0
hondaguy,B01BH83OOM,5.0
Lisadave1999,B01BH83OOM,5.0
TempeDiablo,B01BH83OOM,5.0
Snicoled17,B01BH83OOM,5.0
MikeB,B01BH83OOM,4.0
DodgeDart920,B01BH83OOM,5.0
Crom23,B01BH83OOM,4.0
Izzy,B01BH83OOM,5.0
MaloIrukandji,B01BH83OOM,5.0
WMMANAGEMENT,B01BH83OOM,5.0
RonRon,B01BH83OOM,5.0
vishal,B01BH83OOM,5.0
Brayden,B01BH83OOM,5.0
jlivar,B01BH83OOM,5.0
kaka,B01BH83OOM,5.0
has9yale,B01BH83OOM,4.0
LeeF,B01BH83OOM,5.0
Sheldonsgirl,B01BH83OOM,5.0
iggy,B01BH83OOM,1.0
MonLaRose,B01BH83OOM,5.0
Kim1223,B01BH83OOM,5.0
Jonathan,B01BH83OOM,4.0
Townes2,B01BH83OOM,5.0
Lizmomof4,B01BH83OOM,5.0
Sparkygirl,B01BH83OOM,4.0
BlueBuds,B01BH83OOM,5.0
comars,B01BH83OOM,5.0
User,B01BH83OOM,5.0
StereoDJ,B01BH83OOM,5.0
TatisLexa,B01BH83OOM,5.0
Coffeeme,B01BH83OOM,5.0
Timmer,B01BH83OOM,4.0
KerryFitz,B01BH83OOM,5.0
Brantin,B01BH83OOM,5.0
Blue,B01BH83OOM,2.0
wirelesssassyowner,B01BH83OOM,1.0
Evo24,B01BH83OOM,5.0
Bones,B01BH83OOM,5.0
Love2Swim,B01BH83OOM,5.0
cjuli,B01BH83OOM,5.0
Gurkha,B01BH83OOM,5.0
Stormie,B01BH83OOM,4.0
Grimdad,B01BH83OOM,5.0
hzee,B01BH83OOM,5.0
Vanessa,B01BH83OOM,5.0
Mamag,B01BH83OOM,5.0
Grandma,B01BH83OOM,5.0
BROd,B01BH83OOM,4.0
Electronicstech,B01BH83OOM,4.0
Hank,B01BH83OOM,4.0
Grace,B01BH83OOM,5.0
rayray,B01BH83OOM,5.0
Langers1234,B01BH83OOM,5.0
Melody9,B01BH83OOM,4.0
Richard The Buying Hearted,B00K5W9WZW,1.0
Julie :-),B00K5W9WZW,5.0
Jon Ferrante,B00K5W9WZW,5.0
Laurel Krahn,B00K5W9WZW,5.0
Ismael Rivera,B00K5W9WZW,5.0
Yang Hua,B00K5W9WZW,2.0
zman,B00K5W9WZW,5.0
Amazon Customer,B00K5W9WZW,1.0
Trever Murawski,B00K5W9WZW,1.0
Javier Gutierrez,B00K5W9WZW,1.0
Stow Fresh,B00K5W9WZW,4.0
Somebody,B00K5W9WZW,5.0
Jeffrey N. Fritz,B01E9AHU8Q,2.0
kemilie,B01E9AHU8Q,5.0
Jeffrey C Drywater,B01E9AHU8Q,3.0
T. Masoner,B01E9AHU8Q,5.0
Shain Mercer,B01E9AHU8Q,1.0
cc,B01E9AHU8Q,5.0
BFI66,B01E9AHU8Q,3.0
Kschles,B01HC1S9HU,5.0
Doctor Bertram,B01HC1S9HU,5.0
T. Medley,B01HC1S9HU,3.0
Marco,B01HC1S9HU,5.0
Linda L. Baughan,B01HC1S9HU,3.0
Robin Landry,B01HC1S9HU,5.0
HSBC,B01HC1S9HU,5.0
X. Liu,B01HC1S9HU,4.0
MarieBee,B01HC1S9HU,2.0
william lombardo,B01HC1S9HU,3.0
Aaron E. Knauff,B01HC1S9HU,1.0
Jacob,B01HC1S9HU,3.0
A. Younan,B00HX0SRXW,3.0
Philip L.,B00HX0SRXW,5.0
Andrew,B00HX0SRXW,5.0
Victor L.,B00HX0SRXW,5.0
Rebecca retired Midwest chef,B00LORGAG6,2.0
Katie Wilburn,B00LORGAG6,5.0
Mike Thornton,B00LORGAG6,5.0
rupert,B00LORGAG6,4.0
Eric,B00LORGAG6,3.0
Upstate NY SAHM,B00LORGAG6,3.0
Fixer-upper,B00LORGAG6,5.0
Dean Canne,B00LORGAG6,1.0
Gilberto Alcantar,B00LORGAG6,1.0
Adriana Osorio,B00LORGAG6,1.0
dosiere,B00LORGAG6,1.0
M.C.,B00LORGAG6,1.0
Jakezoe,B00LORGAG6,1.0
Rebecca Midwest,B00LORGAG6,2.0
Colby R. Zell,B00LORGAG6,5.0
Amazon Customer,B00LORGAG6,1.0
Honest Rob,B00LORGAG6,2.0
parisa,B00NO8JJZW,4.0
TMagee,B00NO8JJZW,4.0
Amazon Customer,B00NO8JJZW,2.0
L. Ellis,B00NO8JJZW,2.0
Donna Albea,B00NO8JJZW,1.0
Nathaniel,B00NO8JJZW,1.0
Lisandro E. Roque,B00NO8JJZW,2.0
GregAmandawith4,B00NO8JJZW,3.0
Amazon Customer,B00NO8JJZW,1.0
Meg Ashley,B00NO8JJZW,3.0
DIANE K,B00NO8JJZW,1.0
